Title,Price,Image 
Dell Inspiron G3 i7-8750H/8GB/240+1000/Win10 GTX1050Ti, 5 049,00 zł, https://cdn.x-kom.pl/i/img/promotions/hot-shot-small,,hs_2018_12_31_13_41_24.PNG 
